suhu,kelembaban,kelembaban_tanah,intensitas_cahaya,label
15.51,23.18,17.57,28.77,1
34.69,62.42,62.77,98.61,0
97.03,0.07,26.46,16.39,1
61.3,13.37,75.38,53.1,0
63.52,23.77,46.04,79.13,1
87.35,97.46,89.8,39.49,0
52.27,76.84,25.24,56.46,1
14.77,31.4,57.63,69.55,0
72.82,23.58,70.07,81.02,1
18.66,96.76,97.1,20.6,0
99.88,30.45,76.52,71.57,1
16.55,5.49,49.19,10.83,0
96.06,45.31,19.42,98.89,1
2.03,45.27,55.6,14.17,0
74.78,36.99,27.03,5.69,1
12.84,78.95,89.6,45.07,0
88.48,37.65,95.51,96.6,1
45,14.35,32.23,14.22,0
19.24,12.41,17.45,40.31,1
82.12,5.26,62.67,6.52,0
57.09,98.35,26.82,67.62,1
52.04,65.52,95.33,62.02,0
77.01,95.21,2.91,72.81,1
68.58,72.91,34.9,45.65,0
46.18,60.02,21.65,24.38,1
50.09,62.71,57.46,55.49,0
80.53,5.58,9.96,33.67,1
45.01,26.43,94.18,59.35,0
19.16,32.21,16.05,15.66,1
43.52,10.66,70.35,60.34,0
25.91,11.54,9.18,31.16,1
82.72,80.47,78.29,18.8,0
34.07,3.48,43.72,80.69,1
26.34,12.98,54.96,82.26,0
93.76,96.51,8.06,39.82,1
38.74,81.36,53.11,69.26,0
48.33,20.8,49.38,90.13,1
31.95,16.64,68.72,61.06,0
32.76,41.63,73.22,97.4,1
53.8,63.08,50.62,13.91,0
89.69,2.68,47.48,97.1,1
23.01,92.73,79.27,43.74,0
43.31,16.31,5.69,44.3,1
73.09,94.17,42.51,18.53,0
90.96,29.48,69.28,81.02,1
5.05,30.32,47.43,55.32,0
60.13,84.94,3.42,28.67,1
54.93,53.83,88.16,3.58,0
23.69,27.82,2.26,89.09,1
64.67,78.07,30.57,62.93,0
84.02,33.57,91.71,70.52,1
75.69,0.91,66.72,31.2,0
73.53,15.39,57.46,77.66,1
13.92,94.09,33.92,1.54,0
4.78,73.61,25.95,7.51,1
50.99,39.67,87.23,40.86,0
94.04,87.36,18.35,85.42,1
38.92,68.13,90.22,44.26,0
94.94,7.41,14.83,64.69,1
97.13,56.82,53.4,56.12,0
95.35,28.21,16.3,90.5,1
60.08,42.43,72.69,59.68,0
13.94,16.28,23.08,37.35,1
38.57,90.72,84.23,58.62,0
99.59,25.16,37.39,91.07,1
52.97,41.3,36.74,23.36,0
43.81,36.32,29.93,20.93,1
26.36,32.48,71.63,86.21,0
49.46,3.01,94.7,85.33,1
28.91,74.37,52.01,75.08,0
79.39,92.76,7.33,60.62,1
83.17,88.63,80.7,51.91,0
61.62,2.36,44.1,87.23,1
88.75,79.44,37.96,50.23,0
2.22,94.64,6.37,35.78,1
17.27,13.71,52.37,6.47,0
44.13,18.72,0.97,99.57,1
7.98,77.04,47.56,7.21,0
3.05,19.43,10.44,28,1
54.6,3.34,71.61,46.59,0
89.1,13.84,85.52,87.72,1
94.61,54.23,39.13,47.46,0
94.23,42.81,13.29,4.34,1
31.77,34.47,30.26,46.35,0
19.39,79.11,27.93,0.47,1
15.59,83.79,75.86,92.22,0
58.22,32.58,90.62,91.17,1
39.09,68.19,48.44,1.85,0
34.05,26.24,14.86,71.31,1
56.97,45.76,80.77,63.19,0
21.29,50.79,11.6,5.79,1
60.64,54.32,93.03,78.03,0
75.73,25.98,31.04,97,1
90.28,80.98,84.75,74.79,0
36.91,54.94,1.66,12.57,1
9.84,62.11,98.23,16.2,0
41.66,56.1,0.48,13.19,1
63.49,73.46,62.08,12.03,0
75.63,81.67,28.98,90.52,1
85.46,96.69,77.51,24.79,0
61.6,-0.04,95.87,71.2,1
18.66,52.4,76.19,35.32,0
29.87,71.12,7.59,21.34,1
91.89,97.42,70.52,20.79,0
50.4,18.81,33.46,84.23,1
9.24,17.31,36.47,52.89,0
49.95,68.81,8.51,18.7,1
36.79,53.42,49.16,43.79,0
82.89,10.32,22.82,65.35,1
57.49,57.04,48.01,61.24,0
97.43,54.24,18.33,6.92,1
80.68,71.78,61.23,55.72,0
17.27,56.91,0.98,80.34,1
17.97,25.97,98.06,47.01,0
80.8,86.93,1.5,49.83,1
51.15,15.26,98.01,52.41,0
96.53,15.59,86.59,98.98,1
7.7,13.72,55.1,11.51,0
66.66,47.16,26.13,50.81,1
65.02,8.53,41.27,49.58,0
91.72,24.48,9.3,45.65,1
88.21,82.81,44.12,99.13,0
42.84,23.29,52.9,73.53,1
54.29,43.16,40.9,54.91,0
20.74,27.76,14.79,8.91,1
35.05,38.83,48.79,67.31,0
7.52,35.36,21.06,44.36,1
47.69,15.87,96.04,15.6,0
13.54,58.18,25.66,96.05,1
35.95,87.18,54.27,28.64,0
4.35,27.75,28.65,38.57,1
76.53,15.15,56.57,14.72,0
34.24,99.41,14.81,89.09,1
2.84,52.98,69.09,65.61,0
14.68,89.8,9.06,4.74,1
17.1,77.74,51.87,23.67,0
78.52,65.87,1.8,52.28,1
25.98,72.93,79.23,12.83,0
14.87,76.48,12.7,74.25,1
95.1,8.02,81.25,8.24,0
73.15,43.9,22.97,21.05,1
21.97,68.73,46.1,3.33,0
71.85,58.69,29.53,38.42,1
1.39,19.71,47.72,16.39,0
3.97,62.53,7.63,58.07,1
69.62,81.05,50.17,1.54,0
2.89,2.74,8.26,82.97,1
96.09,9.89,41.64,3.33,0
70.63,57.25,3.49,58.91,1
43.64,90.67,99.73,0.99,0
83.98,46.79,12.37,50.76,1
8.33,30.48,91.8,53.53,0
22.35,70.65,13.58,40.12,1
38.51,0.84,92.4,20.59,0
30.14,71.36,4.53,25.12,1
56.28,4.43,31.42,17.73,0
27.02,19.9,12,43.3,1
3.36,33.42,42.92,1,0
30.55,53.08,7.6,69.8,1
75.39,82.61,75.74,96.39,0
66.35,37.01,6.81,29.77,1
40.01,36.27,60.42,27.24,0
38.91,42.56,11.95,1.29,1
85.14,72.07,82.03,28.71,0
87.44,54.06,0.78,41.77,1
4.09,4.83,66.97,21.12,0
91.14,89.11,24.85,3.37,1
50.25,22.76,54.16,65.64,0
2.9,83.07,11.18,10.67,1
73.62,76.78,41.06,13.21,0
45.56,0.63,97.05,83.89,1
23.5,87.43,67.18,11.9,0
59.35,5.22,11.11,9.5,1
65.36,28.15,43,51.91,0
82.71,56.7,15.95,37.62,1
83.7,51.09,33.95,96.35,0
61.63,39.66,48.25,87.67,1
57.82,58.99,49.36,99.39,0
55.86,64.28,16.18,4.56,1
35.29,86.8,63.74,29.48,0
95.07,8.99,27.32,74.67,1
44.45,81.1,76.99,20.92,0
51.24,45.59,23.15,74.07,1
8.24,96.36,76.03,74.24,0
31.92,33.27,70.81,88.66,1
35.87,27.81,68.04,31.79,0
44.9,43.96,62.67,70.5,1
63.84,92.81,42.86,16.76,0
17.39,23.53,7.49,5.1,1
28.44,59.75,44.1,18.64,0
43,54.96,3.22,84.76,1
57.92,7.07,93.82,31.82,0
77.35,3.33,48.84,95.65,1
62.44,29.83,63.83,16.29,0
29.42,57.31,1.75,74.74,1
58.4,83.47,34.01,50.29,0
88.13,18.7,65.05,87.58,1
89.91,45.42,62.54,39.7,0
85.63,13.29,7.38,91.73,1
23.22,80.24,30.72,48.17,0
25.01,48.85,26.42,40.65,1
58.88,26.74,49.3,2.5,0
28.42,72.66,6.84,91.39,1
67.58,33.51,76.47,56.37,0
3.65,84.44,13.14,43.26,1
31.95,1.63,46.55,52.82,0
50.05,51.24,26.8,56.48,1
48.65,86.96,51.92,65.88,0
52.73,20.71,54.32,87.79,1
81.95,96.9,91.95,22.53,0
53.54,11.65,28.81,83.75,1
16.72,14.76,94.49,60.91,0
23.39,42.83,4.73,37.81,1
99.82,49.53,35.82,17.8,0
45.52,17.95,8.98,15.28,1
48.08,58.39,41.37,38.1,0
84.47,13.04,2.12,73.02,1
81.42,31.05,68.87,12.83,0
67.63,56.61,27.28,13.35,1
99.55,42.88,98.09,8.63,0
45.72,2.73,0.56,2.81,1
64.67,97.4,67.68,93.27,0
18.75,22.02,21.62,61.16,1
46.86,12.48,53.87,35.24,0
90.18,0.6,26.19,82.37,1
46.65,24.79,92.34,6.82,0
19.54,34.05,0.78,17.52,1
36.6,47.67,32.93,36.13,0
82.78,17.92,1.72,49.15,1
98.62,69.95,38.08,29.53,0
25.13,89.05,28.38,91.44,1
7.23,76.34,40.11,94.31,0
64.1,21.25,48.54,86.25,1
2.2,29.45,81.86,85.36,0
52.75,77.36,25.09,6.78,1
70.34,86.97,88.9,35.12,0
8.94,56.6,29,37.88,1
75.31,35.62,78.04,19.55,0
29.29,17.1,5.1,23.28,1
42.8,5.02,63.45,21.31,0
84.79,22.89,2.97,50.97,1
24.4,5.39,56.85,1.89,0
41.24,16.18,19.66,72.24,1
20.62,57.33,41.25,68.06,0
75.84,42.08,3.4,85.22,1
23.29,79.91,73.95,73.68,0
39.08,93.73,19.43,28.88,1
65.18,97.16,80.98,89.74,0
79.54,89.89,10.75,12.59,1
32.33,61.55,31.28,77.11,0
33.84,91.38,11.32,9.4,1
20.01,91.74,82.07,11.65,0
47.91,31.49,1.76,26.28,1
81.1,21.52,53.85,54.82,0
4.29,99.31,3.83,26.73,1
39.72,98,67.8,8.92,0
4.62,87.24,16.61,78.48,1
27.09,38.73,38.02,36.82,0
5.53,40.78,28.95,39.87,1
52.44,5.42,75.18,25.61,0
39.65,26.77,12.23,56.36,1
74.1,13.92,52.84,52.65,0
33.22,19.75,18.58,79.67,1
49.78,64.84,56.56,50.31,0
87.34,51.4,23.12,83.01,1
79.18,17.71,96.15,53.24,0
38.07,91.99,17.38,2.01,1
81.08,1.71,47.38,30.78,0
0.66,91.38,9.48,22.54,1
65.95,2.55,81.3,38.05,0
11.47,10.36,9.49,78.22,1
50.72,36.57,45.6,34.79,0
78.55,14.12,20.89,3.77,1
69.02,54.35,71.51,42.03,0
73.39,33.69,99.02,82.96,1
52.11,29.12,89.06,27.6,0
39.22,36.61,90.46,91.04,1
63.54,9.76,95.59,38.1,0
83.86,3.41,54.74,90.61,1
80.72,92.32,59.18,0.15,0
34.3,44.48,3.21,91.21,1
22.38,0.81,56.37,1.92,0
44.25,34.13,69.88,74.96,1
79.81,63.94,61.15,0.29,0
61.4,78.15,19.35,0.54,1
7.48,52.44,92.72,60.09,0
76.26,48.76,9.85,75.36,1
95.51,4.46,33.85,52.24,0
33.02,57.98,16.5,51.21,1
17.06,15.48,90.82,76.76,0
92.46,72.85,14.15,1.52,1
17.63,6.99,87.41,85.91,0
49.82,76.2,7.49,13.26,1
16.13,26.49,48.83,61.94,0
80.24,85.94,27.47,0.14,1
41.74,80.71,58.81,56.16,0
60.88,77.29,21.42,2.32,1
83.03,41.89,82.72,35.33,0
37.19,20.98,2.62,55.64,1
77.59,29.29,46.96,3.26,0
68.6,98.95,24.03,20.78,1
61.05,61,97.48,58.41,0
22.85,60.31,19.28,81.67,1
80.32,57.74,71.57,30.52,0
36.75,48.79,81.37,88.41,1
98.74,20.55,72.56,12.97,0
87.98,10.57,87.21,99.83,1
41.03,54.32,51.03,10.85,0
94.51,65.35,23.75,51.97,1
31.82,8.58,38.53,58.24,0
85.4,49.83,51.98,81.09,1
22.72,36.97,33.03,44.48,0
42.62,25.64,89.71,90.5,1
63.39,75.02,46.9,30.82,0
33.82,32.79,8.35,25.16,1
77.66,63.97,37.85,98.62,0
45.13,27.63,7.83,92.27,1
25.56,32.84,79.27,38.02,0
88.45,36.32,0.86,41.44,1
45.32,28.99,85.39,48.14,0
76.99,97.28,12.27,18.44,1
35.81,60.06,90.7,62.38,0
80.37,17.01,58,71.43,1
94.28,47.45,50.84,29.25,0
76.06,27.27,24.11,19.97,1
69.73,26.91,83.4,10.54,0
72.55,17.73,82.77,81.63,1
28.51,71.01,39.26,20.7,0
10.65,99.47,6.01,14.45,1
2.35,68.28,51.62,34.19,0
53.82,19.29,11.69,34.98,1
38.07,23.03,43.4,41.3,0
57.24,29.27,54.98,86.04,1
91.28,97.85,48.87,73.09,0
47.04,35.29,24.06,7.38,1
43.05,63.68,80.85,33.49,0
49.59,34.98,27.24,45.01,1
28.33,2.14,34.15,18.66,0
40.33,7.87,16.4,43.97,1
13.71,97.11,98.86,93.56,0
33.99,5.75,5.55,74.57,1
28.22,21.9,72.68,31.62,0
39.55,17.88,1.93,75.49,1
87.41,86.3,48.2,79.47,0
22.6,33.3,22.66,49.91,1
51.74,29.51,61.18,33,0
40.96,2.94,73.39,77.64,1
79.43,54.99,42.27,46.43,0
9.4,28.32,20.81,62.16,1
23.23,45.47,53.44,30.53,0
5.77,98.13,22.02,29.31,1
14.65,13.04,76.88,61.8,0
26.13,71.4,2.51,11.88,1
70.02,97.11,69.93,51.55,0
98.19,49.41,18.34,80.01,1
8.32,60.55,77.39,71.7,0
92.98,35.93,49.58,89.42,1
77.54,16.7,41,38.13,0
25.52,20.93,4.26,68.35,1
13.74,23.63,89.23,78.93,0
44.4,35.46,23.56,24.27,1
3.25,99.4,40.3,37.21,0
36.52,30.15,43.32,79.51,1
10.62,20.18,64.53,24.37,0
95.33,48.25,23.42,92.15,1
26.75,96.32,68.4,9.1,0
81.15,44.3,-0.06,90.67,1
21.69,42.03,40.05,36.36,0
82.41,20.53,13.86,61.54,1
86.48,91.85,41.74,28.73,0
61.06,10.05,3.27,23.78,1
64.51,54.94,55.25,72.39,0
5.73,73.93,6.63,60.68,1
34.95,56.44,83.75,72.66,0
61.65,42.26,19.86,47.18,1
48.16,1.99,64.59,58.89,0
8.54,16.4,9.2,53.18,1
61.49,98.12,66.26,87.33,0
43.88,85.88,27.95,49.73,1
93.36,44.1,60.99,53.55,0
77.76,61.89,18.26,55.61,1
28.42,58.81,76.13,59.41,0
95.47,26.27,37.35,93.62,1
89.12,86.24,51.22,64.21,0
33.59,51.47,4.24,22.91,1
19.96,37.89,38.22,32.03,0
18.38,77.2,19.43,27.37,1
12.3,31.99,48.15,18.72,0
56.19,31,3.51,39.63,1
32.44,26.79,30.25,47.12,0
84.31,45.83,10.27,51.68,1
15.98,63.67,86.32,26.39,0
72,73.19,23.91,65.64,1
25.15,11.7,35.19,28.8,0
77.25,35.37,10.5,41.16,1
75.79,90.41,89.11,38.95,0
42.21,5.93,94.95,80.64,1
0.74,58.82,46.15,75.72,0
59.11,7.51,2.14,60.35,1
17.19,15.72,84.83,64.82,0
62.36,86.1,4.52,88.65,1
63.35,7.05,50.75,24.37,0
26.6,88.42,13.49,7.53,1
47.96,36.78,53.03,30.42,0
26.22,78.46,22.41,80.05,1
66.12,18.76,78.26,62.52,0
96.2,69.79,18.32,40.12,1
90.11,68.94,74.5,48.8,0
79.28,11.76,22.56,72.13,1
40.23,83.63,50.99,83.12,0
41.6,3.41,77.23,99.43,1
76.83,22.66,55.25,50.61,0
70.19,99.31,12.97,88.9,1
54.78,12.24,81.29,69.59,0
89.43,49.25,87.05,87.67,1
88.19,14.82,70.59,25.44,0
24.19,85.17,15.39,9.23,1
12.85,19.6,77.23,78.59,0
3.28,56.86,23.52,42.07,1
0.04,90.36,79.18,44.36,0
93.76,47.48,0.83,80.47,1
29.92,54.36,92.52,87.5,0
12.38,44.19,17.44,86.07,1
84.84,48.69,44.22,2.7,0
75.63,60.54,22.22,89.62,1
78.65,54.86,60.5,74.74,0
61.43,67.36,17.98,55.99,1
28.03,30.71,63.56,95.26,0
51.68,34.57,86.93,80.97,1
18.44,90.72,40,90.72,0
6.44,23.97,21.91,79.64,1
86.16,97.1,43.93,54.96,0
69.7,17.82,43.16,97.62,1
85.75,56.44,79.02,80.85,0
85.37,34.18,22.61,10.81,1
48.16,11.78,42.93,67.4,0
49.57,89.85,14.67,18.14,1
95.73,62.91,75.34,39.95,0
84.7,96.14,29.5,44.29,1
30.39,95.23,75.62,42.35,0
54.84,57.74,27.78,0.56,1
42.72,85.45,66.78,12.47,0
97.1,12.35,71.5,71.43,1
46.18,75.92,30.58,44.97,0
68.5,32.31,7.69,61.87,1
15.12,61.13,40.32,89.79,0
37.05,17.87,62.39,88.05,1
3.31,66.16,94.5,98.86,0
71.3,93.41,18.26,47.63,1
4.28,10.2,85.05,68.49,0
69.14,23.13,88.5,84.72,1
95.59,96.02,88.84,86.11,0
46.67,39.3,78.53,90.34,1
33.81,54.32,45.72,7.16,0
72.29,5.57,44.94,83.81,1
4.23,5.66,84.43,60.26,0
93.72,35.78,17.14,28.78,1
29.14,86.73,61.78,15.37,0
75.42,18.79,12.54,13.31,1
33.69,87.78,78.98,37.3,0
79.11,39.48,75.67,95.13,1
73.54,55.45,67.52,93.78,0
61.22,0.97,37.09,99.28,1
33.98,56.15,54.93,74.83,0
44.79,49.9,15.71,27.08,1
74.6,92.5,73.67,30.24,0
19.98,79.41,7.93,24.82,1
63.54,57.05,45.44,68.77,0
59.03,12.66,71.17,89.07,1
66.29,86.95,49.83,96.31,0
7.5,32.43,19.86,87.52,1
53.09,52.72,73.88,97.95,0
75.95,90.98,0.11,15.58,1
1.75,31.2,86.47,22.83,0
60.68,16.92,16.33,76.14,1
19.85,54.33,85.99,73.42,0
74.57,58.51,6.74,14.02,1
41.5,78.98,59.01,9.89,0
33.32,12.47,9.95,55.86,1
20.5,62.07,46.13,56.08,0
59.62,95.43,16.18,77.64,1
-0.01,52.95,79.1,57.86,0
61.43,77.24,28.07,19.69,1
5.55,34.79,41.42,14.74,0
39.2,83.88,11.1,68.5,1
82.65,80.42,71.78,41.24,0
52.62,99.74,29.21,6.74,1
80.57,31.7,32.21,60.66,0
72.08,97.57,14.02,94.48,1
80.61,14.54,30.56,22.14,0
72.11,78.92,28.98,44.84,1
59.54,28.27,51.91,53.24,0
81.7,3.26,2.17,29.83,1
95.09,26.91,56.21,22.63,0
74.88,85.63,19.41,18.82,1
29.93,55.83,94.31,29.53,0
79.89,24.42,25.86,70.93,1
90.7,67.8,56.11,7.14,0
53.21,21.84,27.64,81.71,1
46.6,82.35,40.31,8.07,0
57.01,48,99.36,90.25,1
98.32,27.76,72.08,36.45,0
63.7,4.3,98.45,97.02,1
38.82,64.24,93.39,23.39,0
44.8,85.53,28.31,2.07,1
20.55,9.31,34.35,68.2,0
2.19,64.51,18.9,86.48,1
98.27,54.02,71.07,38.46,0
73.47,84.84,14.78,67.76,1
57.36,82.23,99.62,59.18,0
58.07,57.66,19.06,74.47,1
21.53,11.66,31.22,17.38,0
40.89,5.22,11.83,35.46,1
61.67,12.38,73.58,58.08,0
54.86,96.81,17.84,27.4,1
79.04,15.68,88.33,35.11,0
77.56,93.96,14.86,11.14,1
20.81,31.97,75.05,54.13,0
66.26,10.61,8.01,17.25,1
23.22,20.69,76.74,88.98,0
70.08,95.19,4.66,18.61,1
84.53,53.62,39.76,60.38,0
3.38,20.09,5.27,38.18,1
53.08,61.24,35.95,23.18,0
2.63,44.82,21.66,22.67,1
19.26,17.55,49.38,46.27,0
37.22,22.82,3.37,39.24,1
98.41,61.73,93.72,7.43,0
17.89,28.46,5.41,62.92,1
12.52,14,46.68,57.04,0
17.53,68.68,11.85,79.51,1
66,91.05,70.78,58.4,0
80.42,94.76,21.89,13.32,1
23.14,31.11,90.24,92.41,0
72.78,19.79,78.96,70.48,1
23.55,23.42,41.96,5,0
13.35,62.81,11.3,48.83,1
33.55,81.94,33.63,47.52,0
79.47,1.77,63.25,94.41,1
69.74,20.22,70.21,4.9,0
42.18,71.22,13.21,63.22,1
19,55.04,86.9,26.26,0
67.75,9.1,6.04,99.09,1
29.66,62.74,83.08,84.18,0
16.86,90.67,23.53,16.03,1
0.66,12.43,57.35,89.21,0
94.07,4.16,8.23,78.64,1
22.44,89.14,98.59,27.54,0
47.62,39.39,75.39,96.54,1
56.32,9.93,58.31,69.29,0
49.32,10.09,47.77,83.69,1
28.32,28.77,49.62,14.82,0
78.37,18.06,14.97,10.09,1
97.07,84.98,71.34,49.45,0
80.28,30.69,20.02,34.87,1
38.63,32.66,64.9,36.78,0
39.97,1.24,72.29,74.47,1
74.18,88.06,65.08,37.58,0
43.9,46.59,6.68,15.78,1
17.12,97.24,60.99,25.99,0
52.92,41.7,63.56,96.61,1
91.85,52.68,59.78,50.5,0
23.32,8.18,14.87,61.68,1
14.11,5.41,56.82,5.05,0
89.57,88.18,14.26,79.49,1
25.19,66.36,45.29,63.7,0
94.71,31.32,19.23,30.59,1
29.35,81.91,60.2,12.23,0
0.19,42.97,6.97,69.7,1
58.6,5.01,31.31,40.39,0
50.62,69.48,29.32,89.02,1
81.48,79.03,92.33,73.76,0
89.91,60.48,25.97,50.26,1
86.03,60.4,53.98,92.27,0
62.4,37.86,26.22,34,1
85.36,44.16,34.43,14.91,0
75.1,66.93,6.82,64.68,1
16.73,19.33,63.8,55.26,0
16.93,4.33,13.54,76,1
21.6,84.67,89.49,69.01,0
54.01,46.24,12.53,82.32,1
48.21,25.24,74.53,27.95,0
12.22,44.81,16.41,68.55,1
30.57,15.81,52.57,18.78,0
75.29,59.58,14.12,0.26,1
68.13,55.69,83.35,42.25,0
54.24,13.65,27.95,9.26,1
48.51,33.5,41.9,54.85,0
77.31,72.75,2.34,43.39,1
33.96,58.23,72.27,81.45,0
25.37,43.84,15.72,11.02,1
87.1,13.55,64.47,11.69,0
56,38.97,93.15,91.45,1
89.75,3.38,70.2,20.37,0
49.53,23.01,1.56,82.74,1
55.48,14.3,36.96,11.39,0
9.95,34.98,8.71,63.62,1
9.25,15.6,82.83,40.63,0
49.82,13.7,10.62,12.61,1
91.76,25.89,86.87,44.5,0
55.34,86.23,10.17,65.2,1
10.96,15.75,32.03,43.39,0
4.92,68.95,8.79,50.6,1
95.47,50.73,83.81,44.07,0
58.16,48.17,53.82,74.01,1
7.81,25.85,42.59,1.78,0
62.13,34.53,76.63,80.72,1
72.09,47.97,88.75,57.27,0
66.47,82.4,13.42,89.21,1
0.97,5.51,54.17,82.21,0
72.9,22.43,62.75,87.27,1
92.37,38.9,98.84,48.14,0
97.07,14.46,2.45,50.93,1
0.63,37.4,36.44,30.31,0
18.89,21.6,22.9,30.74,1
75.41,55.74,70.61,3.7,0
55.92,63.79,26.1,10.8,1
78.18,9.17,74.66,32.22,0
1.17,58.03,24.93,69.73,1
45.11,65.23,33.93,40.68,0
70.21,65.31,1.79,57.06,1
6.53,42.2,55.43,82,0
91.23,76.25,29.74,50.35,1
26.42,10.49,55.39,24.6,0
99.3,16.16,1.89,76.39,1
70.9,94.5,34.21,29.06,0
32.69,51.97,7.31,11.95,1
26.76,16.04,74.25,25.18,0
15.74,77.55,25.93,82.98,1
78.73,34.88,59.81,49.26,0
66.02,57.96,1.89,59.66,1
92.06,60.67,43.28,4.19,0
4.81,4.46,5.92,72.82,1
58.72,97.46,90.82,6.55,0
78.4,69.48,5.49,92.45,1
6.25,80.53,37.22,40.54,0
5.56,9.21,7.77,60.18,1
27.13,32.79,73.17,58.44,0
68.24,76.29,4.67,14.9,1
94.51,96.38,44.67,3.23,0
13.53,57.98,3.25,76.25,1
88.31,0.79,65.61,10.31,0
41.93,18.32,5.06,67.07,1
74.03,99.72,71.1,61.73,0
35.91,10.51,80.62,91.26,1
3.01,62.09,92.68,97.81,0
42.35,9.33,7.63,41.68,1
34.99,67.7,46.97,21.28,0
66.74,40.85,5.75,4.69,1
25.19,29.17,91.41,82.09,0
77.11,60.25,19.2,58.61,1
26.23,17.11,42.06,22.14,0
9.56,23.42,20.35,92.42,1
77.84,10.04,77.2,60.82,0
75.41,34.42,79.84,91.43,1
44.44,13.39,96.2,32.2,0
63.36,68.18,1.94,22.23,1
46.46,95.75,39.98,42.91,0
32.14,56.95,6.76,50.86,1
67.9,61.09,66.01,65.96,0
31.64,10.9,89.58,92.92,1
57.19,45.49,50.05,15.29,0
7.93,72.88,22.93,72.21,1
29.39,44.1,69.7,58.13,0
39.8,43.78,14.47,75.29,1
14.14,48.68,54.18,40.44,0
92.49,22.46,32.78,91.83,1
21.99,36.59,57.31,29.57,0
72.74,43.92,23.91,6.71,1
97.86,21.83,74.56,57.61,0
54.1,16.25,71.76,90.61,1
39.3,44.67,67.08,5.87,0
10.4,76,11.38,59.95,1
48.39,77.59,65.82,87.56,0
28.32,90,0.29,36.84,1
45.01,72.81,99.25,98.54,0
62.83,17.2,17.21,62.27,1
64.45,68.76,41.45,39.93,0
60.51,56.31,6.08,34.65,1
7.93,43.09,46.95,21.48,0
14.27,62.12,7.61,82.32,1
48.72,97.49,99.78,1.91,0
20.23,10.66,7.32,24.32,1
91.9,78.83,53.28,72.98,0
43.48,34.86,11.93,56.44,1
77.55,65.7,50.97,19.84,0
22.65,20.76,8.03,7.38,1
98.33,59.07,43.51,30.05,0
48.28,93.04,18.45,25.12,1
71.91,32.22,45.44,62.59,0
40.24,19.03,85.82,82.21,1
55.99,92.41,46.44,53.16,0
35.33,44.05,26.26,78.06,1
66.74,86.38,56.71,41.69,0
31.31,43.69,41.37,81.04,1
43.78,8.75,47.46,33.57,0
54.82,98.9,30.01,60.42,1
86.7,66.53,65.06,34.28,0
51.32,19.12,15.01,30.86,1
91.82,99.79,83.72,28.6,0
77.72,6.4,92.63,74.27,1
13.17,94.06,87.42,30.33,0
29.46,64.88,14.58,41.5,1
88.42,44.27,57.31,3.51,0
49.68,20.61,24.5,62.57,1
56.24,88.59,51.8,47.64,0
10.22,21.36,3.31,89.32,1
52.19,24.98,89.95,49.65,0
29.73,70.67,14.49,36.36,1
39.28,14.52,50.87,24.18,0
8.96,82.87,20.6,52.58,1
35.42,23.44,97.17,64.13,0
25.8,7.38,7.19,13.91,1
86.37,26.86,52.96,34.91,0
55.41,81.54,29.02,48.68,1
52.68,79.14,57.07,97.77,0
29.55,38.39,5.98,21.25,1
42.43,79.58,90.16,81.42,0
25.4,89.6,18.88,8.81,1
0.08,39.37,50.72,62.76,0
98.73,42.75,29.9,20.94,1
19.96,94.2,77.49,68.87,0
48.07,58.86,14.16,4.57,1
71.88,37.27,31.92,29.48,0
24.44,20.43,2.35,3.5,1
77.74,95.81,95.51,13.62,0
50.55,18.41,22.54,42.23,1
60.48,91.2,57.86,23.83,0
80.54,36.39,15.84,13.37,1
22.62,27.94,56.64,80.42,0
87.59,44.59,16.1,50.02,1
0.55,93.46,50.67,90.75,0
8.51,96.64,13.64,46.77,1
37.81,94.41,72.7,53.82,0
2.62,81.58,1.93,65.09,1
45.68,78.69,47.42,85.42,0
13.02,29.4,7.25,23.61,1
14.29,82.67,47.87,53.64,0
10.92,81.21,9.87,60.29,1
98.77,56.27,33.87,78.12,0
72.21,14.15,18.28,96.75,1
77.48,52.48,48.3,15.94,0
96.37,17.34,35.98,86.35,1
54.46,99.45,94.71,98.97,0
90.2,51.76,15.12,84.82,1
26.66,79.45,58.12,89.26,0
80.35,37.48,89.25,83.6,1
3.65,56.02,36.48,4.2,0
50.45,13.63,98.2,81.34,1
8.25,14.69,56.97,43.15,0
50.54,52.28,28.9,95.36,1
90.73,7.81,73.66,36.91,0
68.17,86.46,24.09,95.54,1
87.52,1.86,90.63,12.82,0
29.68,86.53,10,74.31,1
33.08,9.02,58.31,8.52,0
57,76.02,3.29,92.52,1
5.85,68.2,99.27,65.11,0
34.36,36.95,28.95,33.51,1
86.25,79.33,54.63,90.95,0
63.3,12.46,19.92,63.43,1
21.51,25.36,86.68,72.06,0
99.84,56.08,24.13,32.56,1
16.01,91.66,41.18,26.68,0
25.43,51.2,14.79,54.02,1
1.41,96.11,69.31,5.75,0
87.64,21.59,7.23,71.09,1
61.64,16.84,95.39,13.02,0
71.69,25.91,2.59,86.51,1
41.71,24.93,74.14,31.22,0
83.5,26.05,4.27,30.32,1
54.63,60.21,41.88,9.97,0
38.22,95.89,4.44,19.68,1
57.83,87.5,36.8,91.53,0
36.81,91.05,8.41,14.24,1
40.88,49.31,61.96,48.08,0
42.99,85.02,28.37,18.85,1
86.16,6.11,44.22,34.3,0
68.38,18.74,87.91,90.88,1
